"";"sofifa_id";"short_name";"overall";"potential";"age";"height_cm";"weight_kg";"club_name";"league_name";"club_contract_valid_until";"preferred_foot";"pace";"shooting";"passing";"dribbling";"defending";"physic";"formation";"player_tags";"value_eur"
"3143";199434;"D. Tadić";84;84;32;181;76;"Ajax";"Holland Eredivisie";2024;"Left";69;81;85;85;43;76;"att";"#Playmaker, #Crosser, #Complete Midfielder";33500000
"3144";215195;"S. Svendsen";68;72;23;172;67;"Odds BK";"Norwegian Eliteserien";2021;"Right";81;65;61;69;36;63;"att";"";1700000
"3145";236010;"C. Herc";65;74;22;185;72;"Grasshopper Club Zürich";"Swiss Super League";2023;"Right";67;64;65;67;46;67;"att";"";1600000
"3146";259905;"L. Cano";65;74;21;167;64;"Sociedad Deportiva Aucas";"Ecuadorian Serie A";2025;"Left";67;61;59;66;49;57;"att";"";1600000
"3147";237502;"D. Johnsen";70;74;23;185;75;"Venezia FC";"Italian Serie A";2024;"Right";80;60;67;72;32;59;"att";"";2300000
"3148";208722;"S. Mané";89;89;29;175;69;"Liverpool";"English Premier League";2023;"Right";91;83;80;89;44;77;"att";"#Speedster, #Dribbler, #Acrobat, #Clinical Finisher, #Complete Forward";1,01e+08
"3149";216433;"A. El Ghazi";76;77;26;188;90;"Aston Villa";"English Premier League";2023;"Right";73;78;70;76;35;69;"att";"";9e+06
"3150";239493;"M. Baku";68;76;23;177;73;"Göztepe SK";"Turkish Süper Lig";2024;"Right";90;63;54;73;27;62;"att";"#Speedster, #Acrobat";2700000
"3151";212075;"A. Nabbout";67;67;28;178;83;"Melbourne City FC";"Australian Hyundai A-League";2024;"Right";76;65;63;68;32;75;"att";"";1e+06
"3152";251470;"C. De Ketelaere";75;85;20;192;79;"Club Brugge KV";"Belgian Jupiler Pro League";2023;"Left";72;72;75;77;62;71;"att";"";12500000
"3153";245494;"A. Al Meqran";62;69;24;179;71;"Al Raed";"Saudi Abdul L. Jameel League";2022;"Right";67;59;57;65;32;61;"att";"";8e+05
"3154";203304;"B. Assombalonga";70;70;28;177;79;"Adana Demirspor";"Turkish Süper Lig";2024;"Right";74;69;58;67;35;73;"att";"";1600000
"3155";202748;"Go Moo Yol";68;68;30;185;78;"Gangwon FC";"Korean K League 1";2022;"Left";77;68;59;68;31;69;"att";"";1200000
"3156";255448;"R. Fili";65;66;25;175;69;"FC Botoşani";"Romanian Liga I";2022;"Right";73;62;62;66;45;63;"att";"";850000
"3157";216682;"D. Hotto";72;72;30;170;65;"Orlando Pirates";"South African Premier Division";2024;"Left";81;73;73;71;29;61;"att";"";2300000
"3158";257611;"S. Sidibe";61;71;20;172;70;"FC U Craiova 1948";"Romanian Liga I";2025;"Left";76;59;55;66;30;48;"att";"";725000
"3159";242374;"M. Barrow";76;83;22;183;70;"Bologna";"Italian Serie A";2022;"Right";84;74;67;77;31;63;"att";"";1,5e+07
"3160";254225;"Anderson Oliveira";68;77;22;171;64;"Portimonense SC";"Portuguese Liga ZON SAGRES";2023;"Right";76;60;60;73;29;44;"att";"";2700000
"3161";173654;"P. McGowan";64;64;33;170;65;"Dundee FC";"Scottish Premiership";2022;"Right";72;62;63;71;53;60;"att";"";350000
"3162";241954;"Y. Al Mozairib";58;63;23;178;65;"Al Batin";"Saudi Abdul L. Jameel League";2024;"Right";72;53;48;62;23;58;"att";"";3e+05
"3163";257133;"N. Čumić";71;81;22;176;70;"FC Luzern";"Swiss Super League";2022;"Right";82;70;65;75;23;58;"att";"";4200000
"3164";205214;"Z. Tripić";70;70;28;182;74;"Viking FK";"Norwegian Eliteserien";2025;"Right";81;70;65;71;41;75;"att";"";1600000
"3165";227642;"S. Adegbenro";71;72;25;178;75;"IFK Norrköping";"Swedish Allsvenskan";2022;"Right";90;66;60;76;39;73;"att";"#Speedster, #Acrobat";2300000
"3166";253313;"I. Pereira";64;72;23;178;66;"Centro Atlético Fénix";"Uruguayan Primera División";2023;"Left";78;52;60;64;35;54;"att";"";1300000
"3167";231836;"J. Karlsson";75;82;22;171;70;"AZ Alkmaar";"Holland Eredivisie";2025;"Right";82;72;68;79;35;54;"att";"#Acrobat";11500000
"3168";240690;"N. González";77;83;23;180;72;"Fiorentina";"Italian Serie A";2026;"Left";87;71;64;82;45;60;"att";"";1,7e+07
"3169";190871;"Neymar Jr";91;91;29;175;68;"Paris Saint-Germain";"French Ligue 1";2025;"Right";91;83;86;94;37;63;"att";"#Speedster, #Dribbler, #Playmaker, #FK Specialist, #Acrobat, #Complete Midfielder";1,29e+08
"3170";247025;"T. Gulliksen";60;77;17;177;60;"Strømsgodset IF";"Norwegian Eliteserien";2022;"Right";67;53;57;64;49;52;"att";"";6e+05
"3171";227591;"A. Canelo";75;75;29;178;80;"Deportivo Toluca";"Mexican Liga MX";2022;"Right";87;79;64;72;28;72;"att";"";5500000
"3172";213301;"S. Horvath";70;73;24;168;60;"LASK Linz";"Austrian Football Bundesliga";2024;"Right";86;63;66;72;44;50;"att";"#Acrobat";2200000
"3173";230341;"Joshuando Sá";75;75;25;182;81;"Santos";"Campeonato Brasileiro Série A";2024;"Left";73;44;64;65;75;73;"att";"";5500000
"3174";183277;"E. Hazard";85;85;30;175;74;"Real Madrid CF";"Spain Primera Division";2024;"Right";84;80;82;88;35;63;"att";"#Dribbler";5,2e+07
"3175";245538;"K. Furuhashi";73;76;26;170;63;"Celtic";"Scottish Premiership";2025;"Right";82;74;68;76;41;63;"att";"";4e+06
"3176";233500;"L. Sinisterra";75;82;22;172;60;"Feyenoord";"Holland Eredivisie";2024;"Right";89;64;69;81;52;64;"att";"#Acrobat";11500000
"3177";230510;"Vicemte Tófoli";72;72;25;172;67;"RB Bragantino";"Campeonato Brasileiro Série A";2024;"Left";79;71;63;75;36;48;"att";"";2600000
"3178";214718;"M. Rodríguez";69;69;26;170;68;"Altay SK";"Turkish Süper Lig";2026;"Right";86;63;61;72;47;55;"att";"";1500000
"3179";222644;"Y. Asad";71;71;26;178;82;"D.C. United";"USA Major League Soccer";2021;"Right";75;69;67;74;55;67;"att";"";2e+06
"3180";230142;"Oyarzabal";85;89;24;181;79;"Real Sociedad";"Spain Primera Division";2024;"Left";82;82;81;84;41;63;"att";"";77500000
"3181";241771;"A. Nwakaeme";77;77;32;185;80;"Trabzonspor";"Turkish Süper Lig";2022;"Right";80;76;74;79;39;80;"att";"#Strength";8500000
"3182";197604;"P. Jiménez";68;68;37;176;67;"Club Atlético Nacional Potosí";"Liga de Fútbol Profesional Boliviano";2021;"Right";71;60;64;70;39;49;"att";"";4e+05
"3183";256421;"A. Forrest";66;69;24;176;74;"Livingston FC";"Scottish Premiership";2022;"Right";81;62;60;67;46;54;"att";"";1200000
"3184";248188;"Song Min Kyu";71;82;21;179;72;"Jeonbuk Hyundai Motors";"Korean K League 1";2025;"Right";83;67;62;72;27;72;"att";"";4200000
"3185";248061;"C. Bărbuț";68;68;26;166;60;"Sepsi OSK Sf. Gheorghe";"Romanian Liga I";2023;"Right";92;64;59;68;32;56;"att";"#Speedster";1300000
"3186";213746;"Arsénio";72;72;31;180;70;"FC Arouca";"Portuguese Liga ZON SAGRES";2023;"Right";74;66;68;74;40;63;"att";"";1900000
"3187";227633;"B. Ramselaar";72;75;25;178;74;"FC Utrecht";"Holland Eredivisie";2022;"Right";83;67;66;75;52;67;"att";"";3100000
"3188";233178;"M. Köhlert";68;74;23;168;62;"Willem II";"Holland Eredivisie";2022;"Left";77;62;68;70;46;51;"att";"";1900000
"3189";207740;"I. Kallon";66;68;25;163;66;"SC Cambuur";"Holland Eredivisie";2022;"Right";83;62;57;68;23;55;"att";"";1100000
"3190";254692;"E. Colley";67;76;21;182;75;"Spezia";"Italian Serie A";2022;"Right";80;65;51;69;21;51;"att";"";2300000
"3191";190059;"S. Zuber";75;75;29;182;74;"AEK Athens";"Greek Super League";2022;"Right";75;73;73;73;71;75;"att";"";5500000
"3192";209449;"Gerso";70;70;30;173;64;"Jeju United FC";"Korean K League 1";2021;"Left";92;65;61;73;41;52;"att";"#Speedster, #Acrobat";1500000
"3193";198219;"L. Insigne";86;86;30;163;59;"Napoli";"Italian Serie A";2022;"Right";87;78;85;90;36;45;"att";"#Dribbler, #FK Specialist";65500000
"3194";233948;"Gao Huaze";57;63;23;175;67;"Hebei FC";"Chinese Super League";2021;"Right";70;56;49;59;42;61;"att";"";250000
"3195";213280;"C. Pain";64;64;27;175;68;"Western United FC";"Australian Hyundai A-League";2023;"Left";87;62;54;66;54;69;"att";"#Acrobat";625000
"3196";241422;"K. Hansen";62;74;20;175;70;"Stabæk Fotball";"Norwegian Eliteserien";2022;"Right";70;58;57;68;34;55;"att";"";950000
"3197";242166;"A. Layouni";69;69;28;191;80;"Vålerenga Fotball";"Norwegian Eliteserien";2023;"Left";80;63;62;68;35;64;"att";"";1400000
"3198";239944;"R. Taylor";67;68;26;182;78;"SK Brann";"Norwegian Eliteserien";2022;"Right";79;65;62;69;51;71;"att";"";1200000
"3199";247050;"P. Šulc";69;79;20;173;70;"FC Viktoria Plzeň";"Czech Republic Gambrinus Liga";2022;"Right";70;57;68;72;35;54;"att";"";3100000
"3200";248118;"A. Pitu";61;75;19;177;71;"FC Farul Constanța";"Romanian Liga I";2023;"Right";75;52;58;64;37;48;"att";"";775000
"3201";208675;"T. Watt";65;66;27;182;76;"Motherwell";"Scottish Premiership";2022;"Right";71;65;56;66;33;73;"att";"";825000
"3202";213956;"Adama Traoré";78;81;25;178;72;"Wolverhampton Wanderers";"English Premier League";2023;"Right";96;66;67;86;38;81;"att";"#Speedster, #Dribbler";18500000
"3203";200104;"H. Son";89;89;28;183;78;"Tottenham Hotspur";"English Premier League";2025;"Right";88;87;82;86;43;69;"att";"#Dribbler, #Engine, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward";1,04e+08
"3204";197756;"J. Ayew";75;75;29;182;81;"Crystal Palace";"English Premier League";2022;"Right";76;74;70;78;46;72;"att";"";5500000
"3205";260826;"R. Cabral";63;73;20;170;64;"Club Atlético Huracán";"Argentina Primera División";2022;"Right";75;58;56;67;26;46;"att";"";1100000
"3206";248109;"D. Paracho";61;61;25;172;70;"Club Independiente Santa Fe";"Colombian Liga Postobón";2025;"Right";65;50;56;63;41;53;"att";"";375000
"3207";255729;"H. Ángeles";61;62;27;175;69;"Sport Huancayo";"Peruvian Primera División";2021;"Left";72;27;36;58;59;54;"att";"";350000
"3208";227547;"D. Saint-Louis";68;69;26;184;78;"Atakaş Hatayspor";"Turkish Süper Lig";2024;"Right";83;67;62;71;32;63;"att";"";1400000
"3209";215103;"É. Puch";75;75;35;169;72;"Universidad Católica";"Chilian Campeonato Nacional";2022;"Right";86;70;66;78;43;66;"att";"#Acrobat";2300000
"3210";252278;"Kim Ju Kong";62;66;25;180;73;"GwangJu FC";"Korean K League 1";2021;"Right";69;60;55;64;33;63;"att";"";550000
"3211";244690;"T. Matthews";63;74;20;175;70;"Varbergs BoIS FC";"Swedish Allsvenskan";2022;"Left";77;51;54;69;28;48;"att";"";1100000
"3212";224983;"J. Vidales";65;65;29;180;74;"FBC Melgar";"Peruvian Primera División";2021;"Right";80;58;61;65;33;42;"att";"";7e+05
"3213";192126;"N. Bahoui";66;66;30;188;84;"AIK";"Swedish Allsvenskan";2022;"Right";72;68;65;67;35;72;"att";"";825000
"3214";206517;"J. Grealish";84;85;25;180;81;"Manchester City";"English Premier League";2027;"Right";80;76;83;88;46;64;"att";"#Dribbler";50500000
"3215";237198;"A. Leautey";68;71;25;172;66;"Gil Vicente FC";"Portuguese Liga ZON SAGRES";2022;"Right";90;51;63;68;31;49;"att";"";1600000
"3216";262538;"Y. Bakiz";60;67;22;186;76;"Viborg FF";"Danish Superliga";2023;"Left";73;58;53;61;29;61;"att";"";5e+05
"3217";227796;"C. Pulisic";82;88;22;177;69;"Chelsea";"English Premier League";2024;"Right";89;70;73;86;37;59;"att";"#Dribbler";4,9e+07
"3218";201995;"Felipe Anderson";78;78;28;175;70;"Lazio";"Italian Serie A";2025;"Right";85;74;76;82;55;59;"att";"";1,4e+07
"3219";236342;"N. Mileusnić";62;62;27;180;71;"Brisbane Roar";"Australian Hyundai A-League";2022;"Right";90;57;54;64;25;55;"att";"#Speedster";425000
"3220";214973;"L. Villafañez";72;72;29;171;65;"Panathinaikos FC";"Greek Super League";2022;"Right";76;67;71;74;34;50;"att";"";2300000
"3221";254637;"N. Netabay";64;65;26;172;68;"IK Sirius";"Swedish Allsvenskan";2021;"Left";73;57;62;66;55;60;"att";"";675000
"3222";235619;"M. Edwards";76;84;22;168;65;"Vitória de Guimarães";"Portuguese Liga ZON SAGRES";2023;"Left";85;66;68;84;33;46;"att";"#Acrobat";1,7e+07
"3223";230975;"D. Vergara";75;78;24;175;72;"CF Monterrey";"Mexican Liga MX";2025;"Right";88;70;66;76;37;67;"att";"";7500000
"3224";204737;"Salvador Agra";71;71;29;166;62;"CD Tondela";"Portuguese Liga ZON SAGRES";2022;"Right";88;66;70;71;34;67;"att";"";1800000
"3225";224874;"A. Pellegrino";71;71;31;190;68;"FK Bodø/Glimt";"Norwegian Eliteserien";2021;"Right";83;72;63;70;37;64;"att";"";1600000
"3226";227227;"D. Álvarez";73;73;26;176;75;"Puebla FC";"Mexican Liga MX";2022;"Right";89;59;70;74;32;60;"att";"";3300000
"3227";237371;"L. Bengtsson";65;72;23;179;65;"BK Häcken";"Swedish Allsvenskan";2022;"Right";84;58;54;67;36;55;"att";"";1400000
"3228";219732;"G. Nkoudou";75;76;26;172;75;"Beşiktaş JK";"Turkish Süper Lig";2023;"Right";94;67;68;79;34;59;"att";"#Speedster, #Acrobat";6500000
"3229";203965;"V. Fischer";71;71;27;181;73;"Royal Antwerp FC";"Belgian Jupiler Pro League";2025;"Right";77;67;69;73;35;64;"att";"";2e+06
"3230";208158;"F. Andrada";69;70;27;180;76;"Club Atlético Aldosivi";"Argentina Primera División";2021;"Right";75;73;63;67;27;67;"att";"";1600000
"3231";217877;"T. Bongonda";77;79;25;177;73;"KRC Genk";"Belgian Jupiler Pro League";2023;"Left";80;71;72;82;33;61;"att";"";1,3e+07
"3232";259789;"K. Zenón";69;79;20;177;74;"Unión de Santa Fe";"Argentina Primera División";2023;"Left";81;66;64;74;42;55;"att";"";3100000
"3233";225289;"N. Fernández";71;76;25;165;66;"San Lorenzo de Almagro";"Argentina Primera División";2023;"Right";85;70;60;74;31;58;"att";"";2800000
"3234";237043;"R. Alvarado";76;83;22;176;70;"Cruz Azul";"Mexican Liga MX";2022;"Left";76;71;75;77;53;70;"att";"#Acrobat";1,5e+07
"3235";258942;"O. Popescu";70;85;18;180;66;"FCSB (Steaua)";"Romanian Liga I";2024;"Right";82;63;65;75;35;53;"att";"";3700000
"3236";250918;"S. Bakari";68;69;26;178;67;"RKC Waalwijk";"Holland Eredivisie";2023;"Right";84;57;60;67;63;71;"att";"";1300000
"3237";181820;"S. Jovetić";77;77;31;183;79;"Hertha BSC";"German 1. Bundesliga";2024;"Right";65;79;76;79;35;60;"att";"";9e+06
"3238";234579;"J. Quiñones";68;72;24;177;78;"Club Atlas";"Mexican Liga MX";2022;"Right";84;64;59;69;25;65;"att";"";1700000
"3239";230474;"Macarinho Louro";71;71;21;175;70;"Bahia";"Campeonato Brasileiro Série A";2024;"Left";81;60;67;76;32;51;"att";"";2200000
"3240";199750;"R. Hassan";65;65;30;172;64;"SønderjyskE";"Danish Superliga";2022;"Right";79;57;60;68;46;63;"att";"";7e+05
"3241";220128;"J. Cristaldo";71;71;32;174;73;"Newell's Old Boys";"Argentina Primera División";2021;"Right";74;70;64;74;29;70;"att";"";1500000
"3242";244193;"Jovane Cabral";78;86;23;176;72;"Sporting CP";"Portuguese Liga ZON SAGRES";2023;"Right";86;76;73;80;38;69;"att";"";3,1e+07
"3243";262416;"Chiquinho";66;76;21;179;72;"Estoril Praia";"Portuguese Liga ZON SAGRES";2024;"Right";80;61;58;69;29;56;"att";"";1900000
"3244";208739;"C. Matei";65;65;29;175;70;"FC Dinamo 1948 Bucureşti";"Romanian Liga I";2025;"Right";77;63;65;68;54;66;"att";"";7e+05
"3245";262985;"Nuno Moreira";66;74;22;175;66;"FC Vizela";"Portuguese Liga ZON SAGRES";2024;"Left";71;62;65;70;33;44;"att";"";1900000
"3246";187702;"O. El Kaddouri";73;73;30;185;74;"PAOK";"Greek Super League";2023;"Right";71;69;74;74;58;70;"att";"";2900000
"3247";240978;"D. Mandroiu";64;71;22;180;73;"Shamrock Rovers";"Rep. Ireland Airtricity League";2022;"Right";66;63;64;66;51;62;"att";"";1200000
"3248";239446;"Hélder Ferreira";71;77;24;179;70;"FC Paços de Ferreira";"Portuguese Liga ZON SAGRES";2022;"Right";75;66;68;72;35;58;"att";"";3e+06
"3249";177326;"M. Valbuena";77;77;36;167;58;"Olympiacos CFP";"Greek Super League";2022;"Right";67;75;79;78;34;47;"att";"";3400000
"3250";261307;"V. Birmančević";70;79;23;179;67;"Malmö FF";"Swedish Allsvenskan";2024;"Right";83;65;60;75;37;56;"att";"#Acrobat";3500000
"3251";202101;"O. John";71;71;29;179;72;"Al Hazem";"Saudi Abdul L. Jameel League";2025;"Right";72;63;69;73;25;58;"att";"";1800000
"3252";188196;"R. Noir";68;68;34;174;65;"Club Atlético Palmaflor";"Liga de Fútbol Profesional Boliviano";2021;"Right";73;66;65;68;43;69;"att";"";575000
"3253";201967;"G. Wikheim";69;69;28;182;65;"Al Fateh";"Saudi Abdul L. Jameel League";2022;"Right";86;58;63;74;44;53;"att";"#Acrobat";1400000
"3254";229556;"Allano";73;74;26;182;74;"Santa Clara";"Portuguese Liga ZON SAGRES";2023;"Left";81;64;67;78;47;63;"att";"";3600000
"3255";247999;"Ș. Blănaru";60;60;32;182;74;"CS Mioveni";"Romanian Liga I";2022;"Right";67;60;54;55;23;64;"att";"";2e+05
"3256";238097;"Na Sang Ho";70;73;24;173;70;"FC Seoul";"Korean K League 1";2023;"Right";82;68;59;69;33;68;"att";"";2200000
"3257";193728;"D. Wotherspoon";69;69;31;180;76;"St. Johnstone FC";"Scottish Premiership";2023;"Right";67;63;69;73;57;69;"att";"";1200000
"3258";213694;"K. Gorré";69;70;26;178;73;"Boavista FC";"Portuguese Liga ZON SAGRES";2023;"Right";79;67;62;70;33;61;"att";"";1600000
"3259";250766;"K. Imeri";66;81;21;173;73;"Servette FC";"Swiss Super League";2023;"Right";71;65;64;69;56;65;"att";"";2100000
"3260";240206;"T. Gjertsen";66;66;29;175;74;"Kristiansund BK";"Norwegian Eliteserien";2023;"Right";77;62;60;69;49;63;"att";"#Acrobat";850000
"3261";246231;"E. Reijnders";65;78;20;170;60;"PEC Zwolle";"Holland Eredivisie";2025;"Right";82;56;60;67;45;43;"att";"";1700000
"3262";259778;"R. Fernández";66;71;23;177;68;"Carlos A. Mannucci";"Peruvian Primera División";2022;"Right";73;58;59;68;26;54;"att";"";1300000
"3263";204895;"B. Omrani";69;69;27;187;92;"CFR Cluj";"Romanian Liga I";2022;"Left";69;66;67;68;33;79;"att";"";1500000
"3264";205632;"L. Ocampos";83;83;26;188;84;"Sevilla FC";"Spain Primera Division";2024;"Right";81;84;78;83;63;84;"att";"#Engine, #Clinical Finisher";39500000
"3265";221961;"A. Torralvo";64;65;27;170;65;"La Equidad";"Colombian Liga Postobón";2026;"Left";77;38;57;62;56;51;"att";"";625000
"3266";224368;"M. Doumbia";72;72;26;173;68;"Stade de Reims";"French Ligue 1";2022;"Right";81;67;67;74;38;63;"att";"";2600000
"3267";242573;"D. Caicedo";70;78;21;168;69;"Vancouver Whitecaps FC";"USA Major League Soccer";2023;"Right";83;63;60;76;35;56;"att";"";3600000
"3268";220649;"S. Vecchia";71;71;26;183;80;"Rosenborg BK";"Norwegian Eliteserien";2024;"Right";77;67;66;72;39;65;"att";"";2e+06
"3269";201268;"K. Hansen";62;62;26;180;72;"Sandefjord Fotball";"Norwegian Eliteserien";2021;"Right";79;56;56;64;43;58;"att";"";425000
"3270";199774;"J. Bertilsson";65;65;33;177;68;"Degerfors IF";"Swedish Allsvenskan";2022;"Right";72;61;63;66;32;59;"att";"";450000
"3271";241342;"Su Yuanjie";56;56;26;179;75;"Tianjin Jinmen Tiger FC";"Chinese Super League";2023;"Right";72;52;46;58;24;51;"att";"";160000
"3272";256799;"M. Fenger";59;71;19;182;75;"Odense Boldklub";"Danish Superliga";2022;"Right";67;56;46;59;19;64;"att";"";550000
"3273";231500;"D. Widgren";65;66;27;180;75;"IK Sirius";"Swedish Allsvenskan";2021;"Left";61;45;64;62;61;65;"def";"";750000
"3274";186395;"M. Ritchie";74;74;31;172;76;"Newcastle United";"English Premier League";2023;"Left";65;73;75;76;65;69;"def";"";3100000
"3275";244680;"M. Choinière";62;67;22;175;68;"Club de Foot Montréal";"USA Major League Soccer";2021;"Right";66;52;59;66;55;39;"def";"";575000
"3276";199146;"A. Halliday";64;64;29;173;67;"Heart of Midlothian";"Scottish Premiership";2022;"Left";68;60;62;65;63;74;"def";"";575000
"3277";222618;"Kim Sang Won";62;62;29;176;69;"Suwon FC";"Korean K League 1";2022;"Left";76;52;58;62;56;62;"def";"";350000
"3278";224423;"M. Wittek";73;76;25;173;70;"Vitesse";"Holland Eredivisie";2024;"Left";79;62;66;72;65;70;"def";"";3700000
"3279";198740;"A. Acosta";65;65;33;170;72;"Fútbol Club Juárez";"Mexican Liga MX";2025;"Left";43;58;67;68;63;64;"def";"";375000
"3280";194014;"F. Guerrero";67;67;31;170;70;"Independiente del Valle";"Ecuadorian Serie A";2022;"Left";84;58;59;68;51;54;"def";"";850000
"3281";191980;"Yun Suk Young";62;62;31;182;74;"Gangwon FC";"Korean K League 1";2022;"Left";68;52;57;62;60;71;"def";"";275000
"3282";235634;"G. Konan";75;78;25;176;71;"Stade de Reims";"French Ligue 1";2022;"Left";79;48;68;75;70;71;"def";"";7e+06
"3283";209526;"S. Kavanagh";63;64;27;175;62;"Shamrock Rovers";"Rep. Ireland Airtricity League";2021;"Left";64;55;63;63;58;58;"def";"";5e+05
"3284";259767;"T. Aquilina";62;72;20;178;67;"Western Sydney Wanderers";"Australian Hyundai A-League";2022;"Right";82;22;49;61;54;59;"def";"";825000
"3285";241765;"C. Akas";66;69;27;188;90;"Belenenses SAD";"Portuguese Liga ZON SAGRES";2023;"Left";64;40;52;62;64;78;"def";"";975000
"3286";253472;"E. Kahl";65;77;19;178;69;"Aarhus GF";"Danish Superliga";2026;"Left";79;35;58;66;59;64;"def";"";1600000
"3287";214641;"S. Tanser";64;66;26;182;70;"St. Mirren";"Scottish Premiership";2022;"Left";73;52;60;63;56;55;"def";"";675000
"3288";211844;"N. Gavory";73;75;26;183;79;"Standard de Liège";"Belgian Jupiler Pro League";2023;"Left";72;63;72;70;68;72;"def";"";3500000
"3289";263035;"M. Błachewicz";57;72;18;183;72;"Wisła Płock";"Polish T-Mobile Ekstraklasa";2024;"Left";82;31;43;49;49;53;"def";"";375000
"3290";255505;"D. Velkovski";66;68;26;185;70;"KSV Cercle Brugge";"Belgian Jupiler Pro League";2023;"Left";69;51;59;63;63;66;"def";"";975000
"3291";234578;"L. Reyes";70;70;30;185;65;"Club Atlas";"Mexican Liga MX";2021;"Left";73;48;65;68;66;60;"def";"";1400000
"3292";238114;"C. Vargas";64;74;22;179;69;"Mazatlán Futbol Club";"Mexican Liga MX";2022;"Left";67;46;55;56;65;64;"def";"";1200000
"3293";242628;"G. Bello";66;79;19;170;68;"Atlanta United";"USA Major League Soccer";2021;"Left";82;45;54;70;60;59;"def";"";1900000
"3294";242872;"Liu Le";55;55;32;183;76;"Chongqing Liangjiang Athletic";"Chinese Super League";2022;"Left";70;25;36;43;54;66;"def";"";90000
"3295";210691;"L. Nilsen";65;66;26;180;72;"Tromsø IL";"Norwegian Eliteserien";2024;"Left";85;57;55;63;54;66;"def";"";775000
"3296";207707;"Marçal";75;75;32;178;72;"Wolverhampton Wanderers";"English Premier League";2022;"Left";71;56;71;72;75;71;"def";"";3900000
"3297";221053;"E. Gómez";75;75;27;174;79;"Argentinos Juniors";"Argentina Primera División";2023;"Left";81;57;67;72;68;75;"def";"";5500000
"3298";247032;"K. Hodžić";62;63;26;179;71;"Mjällby AIF";"Swedish Allsvenskan";2022;"Left";61;32;54;59;58;56;"def";"";425000
"3299";225996;"E. Janža";67;67;28;175;72;"Górnik Zabrze";"Polish T-Mobile Ekstraklasa";2022;"Left";69;47;63;62;62;67;"def";"";925000
"3300";226005;"I. Santillán";67;67;30;172;70;"Club Universitario de Deportes";"Peruvian Primera División";2021;"Left";72;59;65;66;62;65;"def";"";875000
"3301";201078;"C. Booth";66;66;30;180;75;"St. Johnstone FC";"Scottish Premiership";2022;"Left";68;47;55;64;62;74;"def";"";725000
"3302";236295;"Aarón";74;78;24;178;68;"1. FSV Mainz 05";"German 1. Bundesliga";2023;"Left";64;47;71;74;71;64;"def";"";5500000
"3303";201491;"D. Lafferty";61;61;32;180;76;"Derry City";"Rep. Ireland Airtricity League";2022;"Left";58;52;56;57;60;63;"def";"";230000
"3304";227603;"P. Kpozo";63;67;23;180;77;"Östersunds FK";"Swedish Allsvenskan";2021;"Left";81;34;56;64;52;69;"def";"";650000
"3305";251847;"Paulinho";73;75;26;178;71;"FC Midtjylland";"Danish Superliga";2026;"Left";85;64;67;71;66;68;"def";"#Engine";3500000
"3306";215684;"K. Mensah";65;65;30;171;75;"Brøndby IF";"Danish Superliga";2023;"Right";78;59;56;68;54;72;"def";"";625000
"3307";199283;"E. Lenjani";69;69;31;175;70;"Grasshopper Club Zürich";"Swiss Super League";2022;"Left";76;64;69;68;60;68;"def";"";1e+06
"3308";221713;"D. Lovitz";68;68;29;178;75;"Nashville SC";"USA Major League Soccer";2026;"Left";71;53;61;62;63;71;"def";"";1100000
"3309";240472;"Hu Ruibao";61;67;24;185;73;"Guangzhou City";"Chinese Super League";2021;"Left";66;30;47;55;61;63;"def";"";475000
"3310";259787;"L. Esquivel";64;73;19;175;75;"Unión de Santa Fe";"Argentina Primera División";2022;"Left";78;42;52;59;58;63;"def";"";1200000
"3311";194726;"J. Ahlmann";69;69;30;179;70;"Aalborg BK";"Danish Superliga";2024;"Left";70;48;62;67;64;69;"def";"";1200000
"3312";222691;"Seo Bo Min";65;65;31;175;71;"Seongnam FC";"Korean K League 1";2021;"Right";80;61;57;65;42;63;"def";"";6e+05
"3313";231307;"M. Poaty";65;70;23;175;75;"Seraing";"Belgian Jupiler Pro League";2023;"Left";87;49;49;63;61;72;"def";"";1e+06
"3314";231567;"B. Jairu";55;55;30;163;58;"SC East Bengal FC";"Indian Super League";2022;"Left";71;47;52;55;41;52;"def";"";120000
"3315";192638;"Marcos Alonso";79;79;30;188;85;"Chelsea";"English Premier League";2023;"Left";58;74;78;77;75;77;"def";"#FK Specialist";1,5e+07
"3316";181205;"A. Hloušek";66;66;32;187;76;"Bruk-Bet Termalica Nieciecza";"Polish T-Mobile Ekstraklasa";2022;"Left";81;52;60;60;61;72;"def";"";6e+05
"3317";201955;"M. Haïdara";73;73;28;179;76;"Racing Club de Lens";"French Ligue 1";2022;"Left";77;51;62;70;68;78;"def";"";2800000
"3318";257234;"Y. Hamache";70;80;21;177;73;"Boavista FC";"Portuguese Liga ZON SAGRES";2023;"Left";77;61;67;71;64;68;"def";"";3400000
"3319";222875;"J. Kayembe";74;75;26;180;73;"Royal Charleroi S.C.";"Belgian Jupiler Pro League";2023;"Left";84;62;67;75;68;71;"def";"";4500000
"3320";257722;"D. Șerbănică";61;65;25;181;76;"CS Mioveni";"Romanian Liga I";2022;"Left";65;36;51;44;59;66;"def";"";425000
"3321";184229;"J. Thomassen";67;67;33;180;78;"Sarpsborg 08 FF";"Norwegian Eliteserien";2023;"Left";72;50;61;62;61;75;"def";"";525000
